,movie_id,actor_1_gender,actor_2_gender,actor_1_name,actor_2_name,director_gender,director_name,Unnamed: 0.1,Unnamed: 0,adult,budget,genres,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,title,vote_average,vote_count
574,274,1,2,Jodie Foster,Anthony Hopkins,2,Jonathan Demme,586,Crime,False,19000000,Crime,en,The Silence of the Lambs,"FBI trainee, Clarice Starling ventures into a maximum-security asylum to pick the diseased brain of Hannibal Lecter, a psychiatrist turned homicidal cannibal. Starling needs clues to help her capture a serial killer. but her Faustian relationship with Lecter soon leads to his escape, and now two deranged killers are on the loose.",4.307222,Orion Pictures,United States of America,1991-02-01,272742922.0,119.0,English,The Silence of the Lambs,8.1,4549.0
575,408,1,1,Adriana Caselotti,Lucille La Verne,2,David Hand,587,Fantasy,False,1488423,Fantasy,en,Snow White and the Seven Dwarfs,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",16.263878,Walt Disney Productions,United States of America,1937-12-20,184925486.0,83.0,English,Snow White and the Seven Dwarfs,6.9,1973.0
576,10020,1,2,Paige O'Hara,Robby Benson,2,Gary Trousdale,588,Romance,False,25000000,Romance,en,Beauty and the Beast,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.",23.433511,Walt Disney Pictures,United States of America,1991-11-13,377350553.0,84.0,Français,Beauty and the Beast,7.5,3029.0
577,10895,2,0,Mel Blanc,Don Brodie,2,Hamilton Luske,589,Animation,False,2600000,Animation,en,Pinocchio,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket. From Stromboli's circus to Pleasure Island, Pinocchio is tested by many temptations, but slowly learns how to navigate right from wrong. With a few mishaps along the way, Geppetto's ""little woodenhead"" finally gets it right, proving that when you wish upon a star dreams really can come true!",14.202284,RKO Radio Pictures,United States of America,1940-02-23,84300000.0,88.0,English,Pinocchio,6.9,1412.0
578,114,1,2,Julia Roberts,Richard Gere,2,Garry Marshall,590,Romance,False,14000000,Romance,en,Pretty Woman,"When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?",13.348451,Touchstone Pictures,United States of America,1990-03-23,463000000.0,119.0,English,Pretty Woman,7.0,1807.0
580,576,2,2,William Holden,Ernest Borgnine,0,Sam Peckinpah,592,Adventure,False,6244087,Adventure,en,The Wild Bunch,"Aging outlaw Pike Bishop (William Holden) prepares to retire after one final robbery. Joined by his gang, which includes Dutch Engstrom (Ernest Borgnine) and brothers Lyle (Warren Oates) and Tector Gorch (Ben Johnson), Bishop discovers the heist is a setup orchestrated in part by his old partner, Deke Thornton (Robert Ryan). As the remaining gang takes refuge in Mexican territory, Thornton trails them, resulting in fierce gunfights with plenty of casualties",11.722424,Warner Brothers/Seven Arts,United States of America,1969-06-17,638641.0,145.0,English,The Wild Bunch,7.7,266.0
584,7300,1,2,Michelle Pfeiffer,George Clooney,2,Michael Hoffman,597,Comedy,False,0,Comedy,en,One Fine Day,"Melanie Parker, an architect and mother of Sammy, and Jack Taylor, a newspaper columnist and father of Maggie, are both divorced. They meet one morning when overwhelmed Jack is left unexpectedly with Maggie and forgets that Melanie was to take her to school. As a result, both children miss their school field trip and are stuck with the parents. The two adults project their negative stereotypes of ex-spouses on each other, but end up needing to rely on each other to watch the children as each must save his job. Humor is added by Sammy's propensity for lodging objects in his nose and Maggie's tendency to wander.",7.009946,Twentieth Century Fox Film Corporation,United States of America,1996-12-20,97529550.0,108.0,English,One Fine Day,6.1,160.0
585,10824,2,1,Tony Todd,Kelly Rowan,2,Bill Condon,598,Horror,False,0,Horror,en,Candyman: Farewell to the Flesh,"The Candyman moves on to New Orleans and starts his horrific murders once more. This time, his intended victim is a school teacher. Her father was killed by the Candyman, and brother wrongly accused of the murders.",4.983552,Propaganda Films,United States of America,1995-03-17,13940383.0,93.0,English,Candyman: Farewell to the Flesh,5.0,64.0
587,275,2,1,William H. Macy,Frances McDormand,0,Joel Coen,600,Crime,False,7000000,Crime,en,Fargo,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!",12.61469,PolyGram Filmed Entertainment,United States of America,1996-04-05,60611975.0,98.0,English,Fargo,7.7,2080.0
588,25059,2,1,Michael J. Fox,Sally Field,2,David R. Ellis,601,Adventure,False,0,Adventure,en,Homeward Bound II: Lost in San Francisco,"Your favorite talking animals are back! The film focuses on the further adventures of Shadow (voiced by Ralph Waite), Sassy (voiced by Sally Field), and Chance (voiced by Michael J. Fox). Shadow is the old, wise one and presumably the leader of the three. Sassy is the smart-aleck of the bunch, but helpful in times as well. Chance is the young, anxious one who usually gets into trouble and relies o",14.657754,Walt Disney Pictures,Canada,1996-03-08,32709423.0,89.0,[],Homeward Bound II: Lost in San Francisco,6.0,105.0
590,8766,2,1,Bruce Ramsay,Valentina Vargas,0,Kevin Yagher,603,Horror,False,4000000,Horror,en,Hellraiser: Bloodline,"In the 22nd century, a scientist attempts to right the wrong his ancestor created: the puzzle box that opens the gates of Hell and unleashes Pinhead and his Cenobite legions",5.263187,Miramax Films,United States of America,1996-03-08,16675000.0,86.0,English,Hellraiser: Bloodline,4.9,111.0
595,10112,0,2,Phil Harris,Sterling Holloway,2,Wolfgang Reitherman,608,Animation,False,4000000,Animation,en,The Aristocats,"When Madame Adelaide Bonfamille leaves her fortune to Duchess and her children -- Bonfamille's prize family of domesticated house cats -- the butler plots to steal the money and kidnaps the heirs, leaving them out on a country road. All seems lost until the wily Thomas O'Malley Cat and his jazz-playing alley cats come to the Aristocats's rescue.",9.834047,Walt Disney Productions,United States of America,1970-12-23,55675257.0,78.0,English,The Aristocats,7.1,1287.0
604,12520,1,2,Cameron Diaz,Ron Eldard,0,Stacy Title,618,Comedy,False,0,Comedy,en,The Last Supper,"A group of idealistic, but frustrated, liberals succumb to the temptation of murdering rightwing pundits for their political beliefs.",4.619915,Columbia Pictures Corporation,United States of America,1995-09-08,442965.0,92.0,English,The Last Supper,6.5,82.0
605,1592,2,2,Richard Gere,Edward Norton,2,Gregory Hoblit,619,Crime,False,30000000,Crime,en,Primal Fear,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a 3rd person in the room. The intensity builds when a surprise twist alters everyone's perception of the crime.",10.326213,Paramount Pictures,United States of America,1996-04-03,102616183.0,129.0,English,Primal Fear,7.4,644.0
607,19042,2,1,Ernest Borgnine,Bebe Neuwirth,2,Paul Sabella,622,Romance,False,0,Romance,en,All Dogs Go to Heaven 2,"Charlie and Itchy return to Earth to find Gabriel's Horn, but along the way meet up with a young boy named David, who ran away from home.",5.028897,Metro-Goldwyn-Mayer (MGM),United States of America,1996-03-29,8620678.0,82.0,English,All Dogs Go to Heaven 2,5.0,50.0
614,2021,2,1,Richard E. Grant,Samantha Mathis,2,Tim Sullivan,629,Comedy,False,0,Comedy,en,Jack & Sarah,"Jack always lands on his feet. He lands on his feet when he marries the beautiful Sarah. He lands on his feet when he buys a luxurious new home. However, when Sarah goes into labour, he takes a tumble down the stairs and lands on his head. When he comes around he discovers he is the proud father of a baby girl, but deficient in the spouse department to the tune of 1.",1.523446,Granada Film Productions,France,1995-06-02,218626.0,110.0,English,Jack & Sarah,5.1,10.0
615,61752,1,2,Theresa Randle,Isaiah Washington,2,Spike Lee,630,Comedy,False,12000000,Comedy,en,Girl 6,"Girl 6 is a 1996 American film by director Spike Lee about a phone sex operator. Theresa Randle played the title character, and playwright Suzan-Lori Parks wrote the screenplay. The soundtrack is composed entirely of songs written by Prince. The film was screened in the Un Certain Regard section at the 1996 Cannes Film Festival. Directors Quentin Tarantino and Ron Silver make cameo appearances as film directors at a pair of interesting auditions.",4.405169,Fox Searchlight Pictures,United States of America,1996-03-22,4939939.0,108.0,English,Girl 6,5.7,17.0
620,10684,2,1,Denzel Washington,Meg Ryan,2,Edward Zwick,637,Drama,False,46000000,Drama,en,Courage Under Fire,"A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",11.595316,Twentieth Century Fox Film Corporation,United States of America,1996-07-04,100860818.0,117.0,English,Courage Under Fire,6.2,240.0
621,954,2,2,Tom Cruise,Jon Voight,2,Brian De Palma,638,Adventure,False,80000000,Adventure,en,Mission: Impossible,"When Ethan Hunt, the leader of a crack espionage team whose perilous operation has gone awry with no explanation, discovers that a mole has penetrated the CIA, he's surprised to learn that he's the No. 1 suspect. To clear his name, Hunt now must ferret out the real double agent and, in the process, even the score.",15.793477,Paramount Pictures,United States of America,1996-05-22,457696359.0,110.0,English,Mission: Impossible,6.7,2677.0
625,8840,2,2,Dennis Quaid,David Thewlis,2,Rob Cohen,643,Fantasy,False,57000000,Fantasy,en,DragonHeart,"In an ancient time when majestic fire-breathers soared through the skies, a knight named Bowen comes face to face and heart to heart with the last dragon on Earth, Draco. Taking up arms to suppress a tyrant king, Bowen soon realizes his task will be harder than he'd imagined: If he kills the king, Draco will die as well.",23.63659,Universal Pictures,United States of America,1996-05-31,115267375.0,103.0,English,DragonHeart,6.4,553.0
632,10539,1,1,Miriam Margolyes,Joanna Lumley,2,Henry Selick,651,Adventure,False,38000000,Adventure,en,James and the Giant Peach,"When the young orphan boy James spills a magic bag of crocodile tongues, he finds himself in possession of a giant peach that flies him away to strange lands.",13.217623,Walt Disney Pictures,United States of America,1996-04-12,28921264.0,79.0,English,James and the Giant Peach,6.2,375.0
